director_name,actor_2_name,genres,actor_1_name,movie_title,actor_3_name,language
glen morgan,ty olsson,drama|horror|sci-fi|thriller,laura harring,willard,jackie burroughs,english
fred wolf,ashley scott,adventure|comedy,kevin alejandro,strange wilderness,jeff garlin,english
mike leigh,dexter fletcher,biography|comedy|drama|history|music|musical,jim broadbent,topsy-turvy,lesley manville,english
alejandro monteverde,cary-hiroyuki tagawa,drama|war,tom wilkinson,little boy,michael rapaport,english
david cronenberg,viggo mortensen,biography|drama|thriller,michael fassbender,a dangerous method,sarah gadon,english
richard linklater,keanu reeves,animation|drama|mystery|sci-fi|thriller,robert downey jr.,a scanner darkly,rory cochrane,english
michael apted,abigail spencer,biography|drama|sport,gerard butler,chasing mavericks,leven rambin,english
uwe boll,darren shahlavi,horror|sci-fi,catherine lough haggquist,alone in the dark,karin konoval,english
todd graff,charlie saxton,comedy|drama|family|music|romance,scott porter,bandslam,ryan donowho,english
jonathan glazer,anne heche,drama|mystery|romance|thriller,cameron bright,birth,danny huston,english
j.c. chandor,ashley williams,action|crime|drama|thriller,david oyelowo,a most violent year,albert brooks,english
paul gross,michael greyeyes,drama|history|romance|war,landon liboiron,passchendaele,caroline dhavernas,english
marc abraham,bill lake,biography|drama,dylan authors,flash of genius,victoria learn,english
todd haynes,heath ledger,biography|drama|music,christian bale,i'm not there.,tyrone benskin,english
mabrouk el mechri,bruce willis,action|thriller,henry cavill,the cold light of day,Óscar jaenada,english
rian johnson,maximilian schell,adventure|comedy|drama|romance,zachary gordon,the brothers bloom,nora zehetner,english
charlie kaufman,jennifer jason leigh,comedy|drama|romance,philip seymour hoffman,"synecdoche, new york",samantha morton,english
hayao miyazaki,jada pinkett smith,adventure|animation|fantasy,minnie driver,princess mononoke,billy crudup,japanese
jean-paul rappeneau,peter coyote,comedy|drama|mystery|romance|thriller|war,isabelle adjani,bon voyage,virginie ledoyen,french
nancy walker,randy jones,biography|comedy|musical,steve guttenberg,can't stop the music,caitlyn jenner,english
john hillcoat,noah taylor,crime|drama|western,ray winstone,the proposition,danny huston,english
angelo pizzo,finn wittrock,biography|drama|sport,donny boaz,courage,brent anderson,english
richard benjamin,jane krakowski,comedy|music,damon wayans,marci x,paula garcés,english
kurt wimmer,emily watson,action|drama|sci-fi|thriller,christian bale,equilibrium,sean pertwee,english
roger spottiswoode,guang li,drama|war,radha mitchell,the children of huang shi,matthew walker,english
james gray,ellen burstyn,crime|drama|romance|thriller,charlize theron,the yards,faye dunaway,english
matthew diamond,garrett clayton,adventure|family|fantasy|musical,chazz palminteri,the oogieloves in the big balloon adventure,toni braxton,english
angelina jolie pitt,angelina jolie pitt,drama|romance,brad pitt,by the sea,melvil poupaud,english
katsuhiro Ôtomo,robin atkin downes,action|adventure|animation|family|sci-fi|thriller,william hootkins,steamboy,rosalind ayres,japanese
david anspaugh,costas mandylor,drama|history|sport,gerard butler,the game of their lives,jimmy jean-louis,english
andrew jarecki,kirsten dunst,crime|drama|mystery|romance|thriller,ryan gosling,all good things,frank langella,english
kevin reynolds,jason scott lee,action|adventure|drama|history|romance,esai morales,rapa nui,sandrine holt,english
stephen chow,yuqi zhang,comedy|family|sci-fi,jiao xu,cj7,chi chung lam,cantonese
jean-marie poiré,philippe nahon,comedy|family|fantasy|sci-fi,christian clavier,les couloirs du temps: les visiteurs ii,marie-anne chazel,french
kevin munroe,laura spencer,action|comedy|crime|fantasy|horror|mystery|sci-fi|thriller,marco st. john,dylan dog: dead of night,anita briem,english
daniel algrant,richard schiff,crime|drama|mystery,al pacino,people i know,mark webber,english
,george coulouris,drama|family,peter vaughan,the doombolt chase,ewen solon,english
julie taymor,reeve carney,comedy|drama|fantasy|romance,djimon hounsou,the tempest,tom conti,english
alejandro amenábar,aaron ashmore,crime|drama|mystery|thriller,emma watson,regression,julian richings,english
jane clark,traci dinwiddie,romance|short,necar zadegan,the touch,elea oberon,english
daniel lee,sammo kam-bo hung,action|drama|history|war,andy lau,three kingdoms: resurrection of the dragon,andy on,mandarin
mike barker,nicholas lea,crime|drama|thriller,gerard butler,shattered,callum rennie,english
wayne thornley,phil lamarr,adventure|animation|comedy|family,leonard nimoy,zambezia,noureen dewulf,english
gnana rajasekaran,michael lieber,biography|drama|history,mani bharathi,ramanujan,kevin mcgowan,english
tom walsh,maggie wheeler,animation,joey d. vieira,dwegons and leprechauns,jacqueline lovell,english
jonathan jakubowicz,jurnee smollett-bell,action|biography|drama|sport,robert de niro,hands of stone,edgar ramírez,english
james mcteigue,roger rees,action|crime|thriller,milla jovovich,survivor,robert forster,english
scott walker,radha mitchell,crime|drama|mystery|thriller,nicolas cage,the frozen ground,jodi lyn o'keefe,english
john curran,sally hawkins,drama|romance,toby jones,the painted veil,alan david,mandarin
uli edel,alexandra maria lara,action|biography|crime|drama,moritz bleibtreu,the baader meinhof complex,martina gedeck,german
kevin costner,michael spears,adventure|drama|western,mary mcdonnell,dances with wolves,maury chaykin,english
jake kasdan,john michael higgins,comedy,justin timberlake,bad teacher,phyllis smith,english
harold becker,michael o'neill,crime|drama|mystery|thriller,al pacino,sea of love,ellen barkin,english
mark rosman,lin shaye,comedy|family|romance,dan byrd,a cinderella story,julie gonzalo,english
wes craven,w. earl brown,horror|mystery,david arquette,scream,roger jackson,english
steve beck,embeth davidtz,horror,shannon elizabeth,thir13en ghosts,f. murray abraham,english
stanley kubrick,shelley duvall,drama|horror,scatman crothers,the shining,joe turkel,english
robert zemeckis,thomas f. wilson,adventure|comedy|sci-fi,lea thompson,back to the future,j.j. cohen,english
william malone,peter gallagher,horror|mystery|thriller,jeffrey combs,house on haunted hill,bridgette wilson-sampras,english
tyler perry,mary j. blige,comedy|drama,eric mendenhall,i can do bad all by myself,hope olaide wilson,english
rob hawk,erin o'brien,action|drama,kari j. kramer,fight valley,cabrina collesides,english
josh gordon,scott elrod,comedy|drama|romance,caroline dhavernas,the switch,kelli barrett,english
shawn levy,david agranov,comedy|romance,taran killam,just married,david moscow,english
lee tamahori,dominic cooper,biography|drama|thriller,mem ferda,the devil's double,ludivine sagnier,english
,jenni 'jwoww' farley,comedy|drama|reality-tv|romance,nicole 'snooki' polizzi,"gone, baby, gone            ",paul 'pauly d' delvecchio,english
britt allcroft,colm feore,adventure|comedy|drama|family|fantasy,mara wilson,thomas and the magic railroad,peter fonda,english
breck eisner,glenn morshower,horror|thriller,radha mitchell,the crazies,john aylward,english
hayao miyazaki,ryûnosuke kamiki,adventure|animation|family|fantasy,bunta sugawara,spirited away,miyu irino,japanese
alan yuen,michael wong,action|crime|thriller,andy lau,firestorm,terence yin,mandarin
roger donaldson,anthony hopkins,action|adventure|drama|history|romance,liam neeson,the bounty,laurence olivier,english
brian percival,sophie nélisse,drama|war,emily watson,the book thief,roger allam,english
sean anders,michael cudlitz,adventure|comedy|romance,katrina bowden,sex drive,alice greczyn,english
anand tucker,kaitlin olson,comedy|romance,adam scott,leap year,dominique mcelligott,english
anthony mann,mel ferrer,drama|history|war,james mason,the fall of the roman empire,stephen boyd,english
michael dowse,michael biehn,comedy|drama|romance,topher grace,take me home tonight,dan fogler,english
daniel barnz,rosie perez,drama,holly hunter,won't back down,dante brown,english
emile ardolino,kyra nichols,family|fantasy|music,darci kistler,the nutcracker,margaret tracey,english
robert altman,jennifer jason leigh,crime|drama|music|thriller,steve buscemi,kansas city,miranda richardson,english
james schamus,sarah gadon,drama,logan lerman,indignation,tracy letts,hebrew
andrew douglas,chloë grace moretz,drama|horror|mystery|thriller,jimmy bennett,the amityville horror,ryan reynolds,english
spike jonze,meryl streep,comedy|drama,nicolas cage,adaptation.,roger willie,english
george a. romero,shawn roberts,horror,tony nappo,land of the dead,pedro miguel arce,english
danny pang,angelica lee,action,louis koo,out of inferno,ching wan lau,chinese
terry gilliam,michael jeter,adventure|comedy|drama,johnny depp,fear and loathing in las vegas,ellen barkin,english
ricky gervais,tina fey,comedy|fantasy|romance,jennifer garner,the invention of lying,martin starr,english
nicholas stoller,carla gallo,comedy,craig roberts,neighbors,ike barinholtz,english
chuck russell,amy yasbeck,action|comedy|crime|fantasy,peter greene,the mask,reg e. cathey,english
penny marshall,jon lovitz,comedy|drama|family|fantasy|romance,tom hanks,big,john heard,english
larry charles,ken davitian,comedy,luenell,borat: cultural learnings of america for make benefit glorious nation of kazakhstan,chester,english
robert luketic,raquel welch,comedy|romance,linda cardellini,legally blonde,alanna ubach,english
leonard nimoy,nichelle nichols,action|adventure|sci-fi,leonard nimoy,star trek iii: the search for spock,walter koenig,english
scott derrickson,colm feore,drama|horror|thriller,tom wilkinson,the exorcism of emily rose,jr bourne,english
mike mitchell,eddie griffin,comedy|romance,amy poehler,deuce bigalow: male gigolo,bree turner,english
vic armstrong,lea thompson,action|drama|fantasy|mystery|thriller,nicolas cage,left behind,quinton aaron,english
thomas bezucha,paul schneider,comedy|drama|romance,craig t. nelson,the family stone,tyrone giordano,english
kevin rodney sullivan,sean patrick thomas,comedy|drama,harry lennix,barbershop 2: back in business,kenan thompson,english
terry zwigoff,tony cox,comedy|crime|drama,bernie mac,bad santa,alex borstein,english
jay roach,charles napier,comedy|crime,will ferrell,austin powers: international man of mystery,robert wagner,english
kirk jones,louis mandylor,comedy|family|romance,nia vardalos,my big fat greek wedding 2,joey fatone,english
david bowers,rachael harris,comedy|family,zachary gordon,diary of a wimpy kid: rodrick rules,fran kranz,english
john mctiernan,bill duke,action|horror|sci-fi,shane black,predator,carl weathers,english
milos forman,f. murray abraham,biography|drama|history|music,jeffrey jones,amadeus,tom hulce,english
nelson mccormick,scott porter,horror|mystery,ming-na wen,prom night,collins pennie,english
mark waters,amy poehler,comedy,tina fey,mean girls,neil flynn,english
audrey wells,lindsay duncan,comedy|drama|romance,raoul bova,under the tuscan sun,mario monicelli,english
robert altman,bob balaban,drama|mystery,kristin scott thomas,gosford park,tom hollander,english
,melinda clarke,comedy|drama|romance,peter gallagher,the o.c.,tate donovan,english
francis ford coppola,kathleen turner,comedy|drama|fantasy|romance,nicolas cage,peggy sue got married,joan allen,english
alejandro g. iñárritu,naomi watts,comedy|drama|romance,emma stone,birdman or (the unexpected virtue of ignorance),merritt wever,english
woody allen,charlie tahan,drama,sally hawkins,blue jasmine,andrew dice clay,english
paul greengrass,david alan basche,drama|history|thriller,christian clemenson,united 93,susan blommaert,english
bille woodruff,mekhi phifer,drama|music|romance,christian monzon,honey,romeo miller,english
edward zwick,morgan freeman,drama|history|war,denzel washington,glory,matthew broderick,english
rick friedberg,barry bostwick,action|comedy,hulk hogan,spy hard,nicollette sheridan,english
john carpenter,hal holbrook,fantasy|horror,jamie lee curtis,the fog,janet leigh,english
sean mcnamara,chris brochu,biography|drama|family|sport,dennis quaid,soul surfer,craig t. nelson,english
mike nichols,bob balaban,comedy|drama|war,bob newhart,catch-22,martin balsam,english
jody hill,celia weston,comedy|crime|drama,collette wolfe,observe and report,dan bakkedahl,english
richard fleischer,olivia d'abo,action|adventure|fantasy,mako,conan the destroyer,grace jones,english
martin scorsese,cathy moriarty,biography|drama|sport,robert de niro,raging bull,frank vincent,english
brandon camp,sasha alexander,drama|romance,judy greer,love happens,frances conroy,english
barry levinson,roger ashton-griffiths,adventure|fantasy|mystery|thriller,nicholas rowe,young sherlock holmes,freddie jones,english
kevin tancharoen,kay panabaker,comedy|drama|musical|romance,kelsey grammer,fame,megan mullally,english
danny boyle,treat williams,adventure|biography|drama|thriller,james franco,127 hours,kate burton,english
